date,ticker,close,volume,daily_return,MA7,MA30
2025-04-04,AAPL,187.56253051757812,125910900,-0.072887,213.7157,219.659
2025-04-07,AAPL,180.6725616455078,160466300,-0.036734,207.6862,218.1596
2025-04-08,AAPL,171.67178344726562,120859500,-0.049818,201.2173,216.4378
2025-04-09,AAPL,197.98709106445312,184395900,0.153288,197.906,215.7788
2025-04-10,AAPL,189.59365844726562,121880000,-0.042394,193.2449,214.8759
2025-04-11,AAPL,197.29013061523438,87435900,0.040595,189.5837,214.2897
2025-04-14,AAPL,201.64117431640625,101352900,0.022054,189.4884,213.1112
2025-04-15,AAPL,201.26280212402344,51343900,-0.001876,191.4456,211.9897
2025-04-16,AAPL,193.42697143554688,59732400,-0.038933,193.2677,210.6134
2025-04-17,AAPL,196.12521362304688,52164700,0.01395,196.761,209.3406
2025-04-18,AAPL,196.12521362304688,52164700,0.0,196.495,207.9437
2025-04-21,AAPL,192.32177734375,46742500,-0.019393,196.8848,206.8047
2025-04-22,AAPL,198.8732452392578,52976400,0.034065,197.1109,206.1044
2025-04-23,AAPL,203.71214294433594,52929200,0.024332,197.4068,205.6935
2025-04-24,AAPL,207.46575927734375,47311000,0.018426,198.2929,205.65
2025-04-25,AAPL,208.371826171875,38222300,0.004367,200.4279,205.5103
2025-04-28,AAPL,209.2281036376953,38743100,0.004109,202.2997,205.3822
2025-04-29,AAPL,210.29345703125,36827600,0.005092,204.3238,205.3331
2025-04-30,AAPL,211.57786560058594,52286500,0.006108,207.0746,205.2421
2025-05-01,AAPL,212.39430236816406,57365700,0.003859,209.0062,205.2163
2025-05-02,AAPL,204.45889282226562,101010600,-0.037362,209.1129,204.7875
2025-05-05,AAPL,198.02691650390625,69018500,-0.031459,207.7645,204.0626
2025-05-06,AAPL,197.6485595703125,51216500,-0.001911,206.2326,203.2249
2025-05-07,AAPL,195.3983612060547,68536700,-0.011385,204.2569,202.3859
2025-05-08,AAPL,196.63299560546875,50478900,0.006319,202.3054,201.5111
2025-05-09,AAPL,197.66848754882812,36453900,0.005266,200.3184,200.8682
2025-05-12,AAPL,210.15048217773438,63775800,0.063146,199.9978,200.501
2025-05-13,AAPL,212.28399658203125,51909300,0.010152,201.1157,200.1698
2025-05-14,AAPL,211.68582153320312,49325800,-0.002818,203.067,199.7953
2025-05-15,AAPL,210.80850219726562,45029500,-0.004144,204.9469,200.0787
2025-05-16,AAPL,210.61907958984375,54737900,-0.000899,207.1213,200.8472
2025-05-19,AAPL,208.14659118652344,46140500,-0.011739,208.7661,201.763
2025-05-20,AAPL,206.232421875,42496600,-0.009196,209.9896,202.9151
2025-05-21,AAPL,201.47689819335938,59211800,-0.023059,208.7505,203.0314
2025-05-22,AAPL,200.74911499023438,46742400,-0.003612,207.1026,203.4032
2025-05-23,AAPL,194.6775665283203,78432900,-0.030244,204.6729,203.3162
2025-05-26,AAPL,194.6775665283203,78432900,0.0,202.3685,203.084
2025-05-27,AAPL,199.60260009765625,56288500,0.025298,200.7947,203.0287
2025-05-28,AAPL,199.8119659423828,45339700,0.001049,199.604,203.2415
2025-05-29,AAPL,199.34336853027344,51396800,-0.002345,198.6199,203.3488
2025-05-30,AAPL,200.24066162109375,70819900,0.004501,198.4433,203.486
2025-06-02,AAPL,201.08807373046875,35423300,0.004232,198.4917,203.7782
2025-06-03,AAPL,202.6533203125,46381600,0.007784,199.6311,203.9042
2025-06-04,AAPL,202.20468139648438,43604000,-0.002214,200.7064,203.8539
2025-06-05,AAPL,200.0213165283203,55126100,-0.010798,200.7662,203.6058
2025-06-06,AAPL,203.30133056640625,46607700,0.016398,201.2647,203.4368
2025-06-09,AAPL,200.8388214111328,72862600,-0.012113,201.4783,203.1571
2025-06-10,AAPL,202.0551300048828,54672600,0.006056,201.7375,202.8825
2025-06-11,AAPL,198.1769256591797,60989900,-0.019194,201.3216,202.4358
2025-06-12,AAPL,198.5956573486328,43904600,0.002113,200.742,201.9759
2025-06-13,AAPL,195.85400390625,51447300,-0.013805,199.8347,201.689
2025-06-16,AAPL,197.81802368164062,43020700,0.010028,199.52,201.6821
2025-06-17,AAPL,195.0464630126953,38856200,-0.014011,198.3407,201.5953
2025-06-18,AAPL,195.9835968017578,45394700,0.004805,197.6471,201.6148
2025-06-19,AAPL,195.9835968017578,45394700,0.0,196.7798,201.5932
2025-06-20,AAPL,200.3902130126953,96813500,0.022485,197.0959,201.6839
2025-06-23,AAPL,200.888671875,55814300,0.002487,197.4235,201.3752
2025-06-24,AAPL,199.6923065185547,54064000,-0.005955,197.9718,200.9555
2025-06-25,AAPL,200.948486328125,39525700,0.006291,198.419,200.5976
2025-06-26,AAPL,200.3902130126953,50799100,-0.002778,199.1824,200.2503
2025-06-27,AAPL,200.469970703125,73188600,0.000398,199.8234,199.912
2025-06-30,AAPL,204.5475311279297,91912800,0.02034,201.0468,199.792
2025-07-01,AAPL,207.18951416015625,78788900,0.012916,202.0181,199.8239
2025-07-02,AAPL,211.7954864501953,67941800,0.022231,203.5762,200.1679
2025-07-03,AAPL,212.90211486816406,34955800,0.005225,205.4633,200.573
2025-07-04,AAPL,212.90211486816406,34955800,0.0,207.171,201.1805
2025-07-07,AAPL,209.31304931640625,50229000,-0.016858,208.4457,201.6683
2025-07-08,AAPL,209.3728485107422,42848900,0.000286,209.7175,201.994
2025-07-09,AAPL,210.4994354248047,48749400,0.005381,210.5678,202.3502
2025-07-10,AAPL,211.7655792236328,44443600,0.006015,211.2215,202.7643
2025-07-11,AAPL,210.51937866210938,39765800,-0.005885,211.0392,203.1069
2025-07-14,AAPL,207.987060546875,38840100,-0.012029,210.3371,203.3369
2025-07-15,AAPL,208.4755859375,42296300,0.002349,209.7047,203.531
2025-07-16,AAPL,209.52239990234375,47490500,0.005021,209.7346,203.7749
2025-07-17,AAPL,209.38282775878906,48068100,-0.000666,209.736,204.0869
2025-07-18,AAPL,210.539306640625,48974600,0.005523,209.7417,204.3282
2025-07-21,AAPL,211.83535766601562,51377400,0.006156,209.7517,204.6948
2025-07-22,AAPL,213.74952697753906,46404100,0.009036,210.2132,205.0846
2025-07-23,AAPL,213.5002899169922,46989300,-0.001166,211.0008,205.5954
2025-07-24,AAPL,213.11148071289062,46022600,-0.001821,211.663,206.0792
2025-07-25,AAPL,213.23110961914062,40268800,0.000561,212.1928,206.6585
2025-07-28,AAPL,213.40061950683594,37858000,0.000795,212.7668,207.1779
2025-07-29,AAPL,210.62904357910156,51411700,-0.012988,212.7796,207.6973
2025-07-30,AAPL,208.41578674316406,45512500,-0.010508,212.2911,208.1117
2025-07-31,AAPL,206.9402618408203,80698400,-0.00708,211.3184,208.4769
2025-08-01,AAPL,201.76600646972656,104434500,-0.025004,209.642,208.5228
2025-08-04,AAPL,202.7330780029297,75109300,0.004793,208.1594,208.5843
2025-08-05,AAPL,202.3043670654297,44155100,-0.002115,206.5985,208.6713
2025-08-06,AAPL,212.60302734375,108483100,0.050907,206.4845,209.0598
2025-08-07,AAPL,219.36245727539062,90224800,0.031794,207.7321,209.6922
2025-08-08,AAPL,228.6541748046875,113854000,0.042358,210.6233,210.6317
2025-08-11,AAPL,226.747802734375,61806100,-0.008337,213.453,211.3717
2025-08-12,AAPL,229.21310424804688,55626200,0.010872,217.374,212.1058
2025-08-13,AAPL,232.88612365722656,69878500,0.016024,221.6816,212.8088
2025-08-14,AAPL,232.337158203125,51916300,-0.002357,225.972,213.4567
2025-08-15,AAPL,231.1494140625,56038700,-0.005112,228.6215,214.0649
2025-08-18,AAPL,230.4507598876953,37476200,-0.003023,230.2055,214.7695
2025-08-19,AAPL,230.1213836669922,39402600,-0.001429,230.4151,215.4611
2025-08-20,AAPL,225.5800323486328,42263900,-0.019735,230.2483,215.9638
2025-08-21,AAPL,224.47215270996094,30621200,-0.004911,229.571,216.3874
2025-08-22,AAPL,227.3267059326172,42477800,0.012717,228.7768,216.9476
2025-08-25,AAPL,226.72784423828125,30983100,-0.002634,227.9755,217.5723
2025-08-26,AAPL,228.87376403808594,54575100,0.009465,227.6504,218.2522
2025-08-27,AAPL,230.05152893066406,31259500,0.005146,227.5933,218.9365
2025-08-28,AAPL,232.11758422851562,38074700,0.008981,227.8785,219.6944
2025-08-29,AAPL,231.69837951660156,39418400,-0.001806,228.7526,220.3997
2025-09-01,AAPL,231.69837951660156,39418400,0.0,229.7849,221.0618
2025-09-02,AAPL,229.28298950195312,44075600,-0.010425,230.0644,221.5796
2025-09-03,AAPL,238.01634216308594,66427800,0.03809,231.677,222.3968
2025-09-04,AAPL,239.32383728027344,47549400,0.005493,233.1699,223.2705
2025-09-05,AAPL,239.2340087890625,54870400,-0.000375,234.4816,224.1373
2025-09-08,AAPL,237.42745971679688,48999500,-0.007551,235.2402,224.9382
2025-09-09,AAPL,233.9041748046875,66313900,-0.014839,235.5553,225.714
2025-09-10,AAPL,226.35855102539062,83440800,-0.032259,234.7925,226.3121
2025-09-11,AAPL,229.59239196777344,50208600,0.014286,234.8367,227.0672
2025-09-12,AAPL,233.6247100830078,55824200,0.017563,234.2093,228.1291
2025-09-15,AAPL,236.24969482421875,42699500,0.011236,233.7701,229.2463
2025-09-16,AAPL,237.6969451904297,63421100,0.006126,233.5506,230.4261
2025-09-17,AAPL,238.5353546142578,46508000,0.003527,233.7088,231.2905
2025-09-18,AAPL,237.42745971679688,44249600,-0.004645,234.2122,231.8927
2025-09-19,AAPL,245.032958984375,163741300,0.032033,236.8799,232.4386
2025-09-22,AAPL,255.5928192138672,105517400,0.043096,240.5943,233.4001
2025-09-23,AAPL,253.9459686279297,60275200,-0.006443,243.4973,234.2246
2025-09-24,AAPL,251.8300018310547,42303700,-0.008332,245.7231,234.856
2025-09-25,AAPL,256.3813171386719,55202100,0.018073,248.3923,235.6575
2025-09-26,AAPL,254.97401428222656,46076300,-0.005489,250.7406,236.4517
2025-09-29,AAPL,253.9459686279297,40127700,-0.004032,253.1004,237.2348
2025-09-30,AAPL,254.14559936523438,37704300,0.000786,254.4022,238.0356
2025-10-01,AAPL,254.9640350341797,48713900,0.00322,254.3124,239.0151
2025-10-02,AAPL,256.6408386230469,42630200,0.006577,254.6974,240.0874
2025-10-03,AAPL,257.5291442871094,49155600,0.003461,255.5116,241.0941
2025-10-06,AAPL,256.20166015625,44664100,-0.005155,255.4859,242.0766
2025-10-07,AAPL,255.99209594726562,31955800,-0.000818,255.6313,242.9805
2025-10-08,AAPL,257.569091796875,36496900,0.00616,256.1489,243.8978
2025-10-09,AAPL,253.55670166015625,38322000,-0.015578,256.0648,244.6124
2025-10-10,AAPL,244.80340576171875,61999100,-0.034522,254.6133,245.0493
2025-10-13,AAPL,247.18885803222656,38142900,0.009744,253.263,245.5656
2025-10-14,AAPL,247.29864501953125,35478000,0.000444,251.8015,246.1661
2025-10-15,AAPL,248.86566162109375,33893600,0.006337,250.7535,246.5278
2025-10-16,AAPL,246.97926330566406,39777000,-0.00758,249.4659,246.783
2025-10-17,AAPL,251.81002807617188,49147000,0.019559,248.6432,247.2022
2025-10-20,AAPL,261.7411193847656,90483000,0.039439,249.8124,248.0126
2025-10-21,AAPL,262.27008056640625,46695900,0.002021,252.3077,248.9581
2025-10-22,AAPL,257.9583435058594,45015300,-0.01644,253.8462,250.0115
2025-10-23,AAPL,259.0861511230469,32754900,0.004372,255.5301,250.9946
2025-10-24,AAPL,262.3200378417969,38253700,0.012482,257.4521,251.9511
2025-10-27,AAPL,268.2986145019531,44888200,0.022791,260.4978,253.0194
2025-10-28,AAPL,268.4882507324219,41534800,0.000707,262.8804,254.0458
2025-10-29,AAPL,269.1869201660156,51086700,0.002602,263.9441,255.0675
2025-10-30,AAPL,270.8836669921875,69886500,0.006303,265.1746,256.1827
2025-10-31,AAPL,269.85565185546875,86167100,-0.003795,266.8742,257.0101
2025-11-03,AAPL,268.53814697265625,50194600,-0.004882,268.2245,257.4416
2025-11-04,AAPL,269.5262756347656,49274800,0.00368,269.2539,257.961
2025-11-05,AAPL,269.6260986328125,43683100,0.00037,269.4436,258.5542
2025-11-06,AAPL,269.25677490234375,51204000,-0.00137,269.5534,258.9834
2025-11-07,AAPL,267.9592590332031,48227400,-0.004819,269.378,259.4162
2025-11-10,AAPL,269.1781311035156,41312400,0.004549,269.1343,259.924
2025-11-11,AAPL,274.99267578125,46208300,0.021601,269.8682,260.6189
2025-11-12,AAPL,273.21435546875,48398000,-0.006467,270.5362,261.2272
2025-11-13,AAPL,272.6948547363281,49602800,-0.001901,270.9889,261.7623
2025-11-14,AAPL,272.15533447265625,47431300,-0.001978,271.3502,262.2499
2025-11-17,AAPL,267.2099609375,45018300,-0.018171,271.0578,262.6168
2025-11-18,AAPL,267.19000244140625,45677300,-7.5e-05,270.9479,262.9901
2025-11-19,AAPL,268.3089294433594,40424500,0.004188,270.8237,263.3481
2025-11-20,AAPL,266.0010986328125,45823600,-0.008601,269.5392,263.7629
2025-11-21,AAPL,271.2361755371094,59030800,0.019681,269.2566,264.644
2025-11-24,AAPL,275.6620788574219,65585800,0.016318,269.6805,265.5931
2025-11-25,AAPL,276.7110900878906,46914200,0.003805,270.3313,266.5735
2025-11-26,AAPL,277.29052734375,33431400,0.002094,271.7714,267.521
2025-11-27,AAPL,277.29052734375,33431400,0.0,273.2143,268.5314
2025-11-28,AAPL,278.5893249511719,20135600,0.004684,274.683,269.424
2025-12-01,AAPL,282.8353576660156,46587700,0.015241,277.0879,270.1272
2025-12-02,AAPL,285.9224548339844,53669500,0.010915,279.1859,270.9156
2025-12-03,AAPL,283.8843688964844,43538700,-0.007128,280.3605,271.7798
2025-12-04,AAPL,280.4375915527344,43989100,-0.012141,280.8929,272.4915
2025-12-05,AAPL,278.5193786621094,47265800,-0.00684,281.0684,273.0315
2025-12-08,AAPL,277.6302185058594,38211800,-0.003192,281.117,273.3425
2025-12-09,AAPL,276.9208679199219,32193300,-0.002555,280.8786,273.6236
2025-12-10,AAPL,278.5193786621094,33038300,0.005772,280.262,273.9347
2025-12-11,AAPL,277.77008056640625,33248000,-0.00269,279.0974,274.1642
2025-12-12,AAPL,278.0198669433594,39532900,0.000899,278.2596,274.4364
2025-12-15,AAPL,273.8537292480469,50409100,-0.014985,277.3191,274.6136
2025-12-16,AAPL,274.353271484375,37648600,0.001824,276.7239,274.7745
2025-12-17,AAPL,271.58587646484375,50138700,-0.010087,275.8604,274.8398
2025-12-18,AAPL,271.935546875,51630700,0.001288,275.1483,274.9291
2025-12-19,AAPL,273.4141845703125,144632000,0.005437,274.4189,275.1109
2025-12-22,AAPL,270.7166748046875,36571800,-0.009866,273.4113,275.1622
2025-12-23,AAPL,272.1053771972656,29642000,0.00513,272.5664,275.0659
2025-12-24,AAPL,273.55401611328125,17910600,0.005324,272.5236,275.0773
2025-12-25,AAPL,273.55401611328125,17910600,0.0,272.4094,275.1059
2025-12-26,AAPL,273.1444091796875,21521800,-0.001497,272.632,275.1389
2025-12-29,AAPL,273.50408935546875,23715200,0.001317,272.8561,275.3487
2025-12-30,AAPL,272.82470703125,22139600,-0.002484,272.7719,275.5365
2025-12-31,AAPL,271.6058349609375,27293600,-0.004468,272.8989,275.6464
2026-01-01,AAPL,271.6058349609375,27293600,0.0,272.8276,275.8332
2026-01-02,AAPL,270.75665283203125,37838100,-0.003127,272.4279,275.8172
2026-01-05,AAPL,267.0101623535156,45647200,-0.013837,271.4931,275.5288
2026-01-06,AAPL,262.1147155761719,52352100,-0.018334,269.9174,275.0423
2026-01-07,AAPL,260.08660888671875,48309800,-0.007737,268.0006,274.4688
2026-01-08,AAPL,258.7978515625,50419300,-0.004955,265.9968,273.8524
2026-01-09,AAPL,259.1275329589844,39997000,0.001274,264.2142,273.2037
2026-01-12,AAPL,260.0067138671875,45263800,0.003393,262.5572,272.4427
2026-01-13,AAPL,260.8059387207031,45730800,0.003074,261.1356,271.6055
2026-01-14,AAPL,259.71697998046875,40019400,-0.004175,260.0938,270.7999
2026-01-15,AAPL,257.9685974121094,39388600,-0.006732,259.5015,270.051
2026-01-16,AAPL,255.29112243652344,72142800,-0.010379,258.8164,269.2767
2026-01-19,AAPL,255.29112243652344,72142800,0.0,258.3154,268.5321
2026-01-20,AAPL,246.46937561035156,80267500,-0.034556,256.5071,267.517
2026-01-21,AAPL,247.41848754882812,54641700,0.003851,254.7088,266.4803
2026-01-22,AAPL,248.1178436279297,39708300,0.002827,252.8962,265.4919
2026-01-23,AAPL,247.80812072753906,41689000,-0.001248,251.195,264.4848
2026-01-26,AAPL,255.17123413085938,55969200,0.029713,250.7953,263.8621
2026-01-27,AAPL,258.0285339355469,49648300,0.011198,251.1864,263.3179
2026-01-28,AAPL,256.2002868652344,41288000,-0.007085,251.3163,262.8051
2026-01-29,AAPL,258.0385437011719,67253000,0.007175,252.969,262.3419
2026-01-30,AAPL,259.2374267578125,92443400,0.004646,254.6574,261.8693
2026-02-02,AAPL,269.7575988769531,73913400,0.040581,257.7488,261.8373
2026-02-03,AAPL,269.22808837890625,64394700,-0.001963,260.8088,261.7414
2026-02-04,AAPL,276.23150634765625,90545700,0.026013,263.8174,261.8307
2026-02-05,AAPL,275.6520690917969,52977400,-0.002098,266.3351,261.9006
2026-02-06,AAPL,277.8599853515625,50453400,0.00801,269.4293,262.0578
2026-02-09,AAPL,274.6199951171875,44623400,-0.011661,271.7981,262.095
2026-02-10,AAPL,273.67999267578125,34376900,-0.003423,273.8613,262.1235
2026-02-11,AAPL,275.5,51931300,0.00665,274.6817,262.2533
2026-02-12,AAPL,261.7300109863281,81077200,-0.049982,273.6105,261.9241
2026-02-13,AAPL,255.77999877929688,56290700,-0.022733,270.6889,261.4249
2026-02-16,AAPL,255.77999877929688,56290700,0.0,267.85,261.0505
2026-02-17,AAPL,263.8800048828125,58469100,0.031668,265.8529,261.1094
2026-02-18,AAPL,264.3500061035156,34203300,0.001781,264.3857,261.2515
2026-02-19,AAPL,260.5799865722656,30845300,-0.014261,262.5143,261.3109
2026-02-20,AAPL,264.5799865722656,42070500,0.01535,260.9543,261.4927
2026-02-23,AAPL,266.17999267578125,37308200,0.006047,261.59,261.6984
2026-02-24,AAPL,272.1400146484375,47014600,0.022391,263.9271,262.0762
2026-02-25,AAPL,274.2300109863281,33714300,0.00768,266.5629,262.56
2026-02-26,AAPL,272.95001220703125,32345100,-0.004668,267.8586,263.0594
2026-02-27,AAPL,264.17999267578125,72366500,-0.03213,267.8343,263.3557
2026-03-02,AAPL,264.7200012207031,41827900,0.002044,268.4257,263.67
2026-03-03,AAPL,263.75,38568900,-0.003664,268.3071,264.246
2026-03-04,AAPL,262.5199890136719,39803100,-0.004664,267.7843,264.7494
2026-03-05,AAPL,260.2900085449219,49658600,-0.008495,266.0914,265.1551
2026-03-06,AAPL,257.4599914550781,41120000,-0.010873,263.6957,265.4768
2026-03-09,AAPL,259.8800048828125,38218500,0.0094,261.8286,265.6338
2026-03-10,AAPL,260.8299865722656,30590800,0.003655,261.35,265.7272
2026-03-11,AAPL,260.80999755859375,26218900,-7.7e-05,260.7914,265.8808
2026-03-12,AAPL,255.75999450683594,40794000,-0.019363,259.65,265.8049
2026-03-13,AAPL,250.1199951171875,36930000,-0.022052,257.8786,265.501
2026-03-16,AAPL,252.82000732421875,32074200,0.010795,256.8114,264.9364
2026-03-17,AAPL,254.22999572753906,32361600,0.005577,256.35,264.4365
2026-03-18,AAPL,249.94000244140625,35757900,-0.016874,254.93,263.5601
2026-03-19,AAPL,248.9600067138672,34864100,-0.003921,253.2343,262.6703
2026-03-20,AAPL,247.99000549316406,88331100,-0.003896,251.4029,261.6747
2026-03-23,AAPL,251.49000549316406,40546100,0.014113,250.7929,260.9037
2026-03-24,AAPL,251.63999938964844,45152300,0.000596,251.01,260.169
2026-03-25,AAPL,252.6199951171875,28476700,0.003894,250.9814,259.4063
2026-03-26,AAPL,252.88999938964844,41796700,0.001069,250.79,259.1117
2026-03-27,AAPL,248.8000030517578,47900000,-0.016173,250.6271,258.879
2025-03-03,AMZN,205.02000427246094,42948400,,205.02,205.02
2025-03-04,AMZN,203.8000030517578,60853100,-0.005951,204.41,204.41
2025-03-05,AMZN,208.36000061035156,38610100,0.022375,205.7267,205.7267
2025-03-06,AMZN,200.6999969482422,49863800,-0.036763,204.47,204.47
2025-03-07,AMZN,199.25,59802800,-0.007225,203.426,203.426
2025-03-10,AMZN,194.5399932861328,62350900,-0.023639,201.945,201.945
2025-03-11,AMZN,196.58999633789062,54002900,0.010538,201.18,201.18
2025-03-12,AMZN,198.88999938964844,43679300,0.011699,200.3043,200.8937
2025-03-13,AMZN,193.88999938964844,41270800,-0.02514,198.8886,200.1156
2025-03-14,AMZN,197.9499969482422,38096700,0.02094,197.4014,199.899
2025-03-17,AMZN,195.74000549316406,47341800,-0.011164,196.6929,199.5209
2025-03-18,AMZN,192.82000732421875,40414900,-0.014918,195.7743,198.9625
2025-03-19,AMZN,195.5399932861328,39442900,0.014106,195.9171,198.6992
2025-03-20,AMZN,194.9499969482422,38921100,-0.003017,195.6829,198.4314
2025-03-21,AMZN,196.2100067138672,60056900,0.006463,195.3,198.2833
2025-03-24,AMZN,203.25999450683594,41625400,0.035931,196.6386,198.5944
2025-03-25,AMZN,205.7100067138672,31171200,0.012054,197.7471,199.0129
2025-03-26,AMZN,201.1300048828125,32855300,-0.022264,198.5171,199.1306
2025-03-27,AMZN,201.36000061035156,27317700,0.001144,199.7371,199.2479
2025-03-28,AMZN,192.72000122070312,52548200,-0.042908,199.3343,198.9215
2025-03-31,AMZN,190.25999450683594,63547600,-0.012765,198.6643,198.509
2025-04-01,AMZN,192.1699981689453,41267300,0.010039,198.0871,198.2209
2025-04-02,AMZN,196.00999450683594,53679200,0.019982,197.0514,198.1248
2025-04-03,AMZN,178.41000366210938,95553600,-0.089791,193.1514,197.3033
2025-04-04,AMZN,171.0,123159400,-0.041534,188.8471,196.2512
2025-04-07,AMZN,175.25999450683594,109327100,0.024912,185.1186,195.4438
2025-04-08,AMZN,170.66000366210938,87710400,-0.026247,181.9671,194.5259
2025-04-09,AMZN,191.10000610351562,116804300,0.11977,182.0871,194.4036
2025-04-10,AMZN,181.22000122070312,68302000,-0.051701,180.5229,193.949
2025-04-11,AMZN,184.8699951171875,50594300,0.020141,178.9314,193.6463
2025-04-14,AMZN,182.1199951171875,48002500,-0.014875,179.4614,192.883
2025-04-15,AMZN,179.58999633789062,43642000,-0.013892,180.6886,192.076
2025-04-16,AMZN,174.3300018310547,51875300,-0.029289,180.5557,190.9417
2025-04-17,AMZN,172.61000061035156,44726500,-0.009866,180.8343,190.0053
2025-04-18,AMZN,172.61000061035156,44726500,0.0,178.1929,189.1173
2025-04-21,AMZN,167.32000732421875,48126100,-0.030647,176.2071,188.21
2025-04-22,AMZN,173.17999267578125,56607200,0.035023,174.5371,187.4297
2025-04-23,AMZN,180.60000610351562,63470100,0.042846,174.32,186.82
2025-04-24,AMZN,186.5399932861328,43763200,0.03289,175.3129,186.575
2025-04-25,AMZN,188.99000549316406,36414300,0.013134,177.4071,186.2763
2025-04-28,AMZN,187.6999969482422,33224700,-0.006826,179.5629,186.0083
2025-04-29,AMZN,187.38999938964844,41667300,-0.001652,181.6743,185.8273
2025-04-30,AMZN,184.4199981689453,55176500,-0.015849,184.1171,185.4567
2025-05-01,AMZN,190.1999969482422,74266000,0.031341,186.5486,185.2983
2025-05-02,AMZN,189.97999572753906,77903500,-0.001157,187.8886,185.0907
2025-05-05,AMZN,186.35000610351562,35217500,-0.019107,187.8614,184.527
2025-05-06,AMZN,185.00999450683594,29314100,-0.007191,187.2929,183.837
2025-05-07,AMZN,188.7100067138672,43948600,0.019999,187.4371,183.423
2025-05-08,AMZN,192.0800018310547,41043600,0.017858,188.1071,183.1137
2025-05-09,AMZN,193.05999755859375,29663100,0.005102,189.3414,183.125
2025-05-12,AMZN,208.63999938964844,75205000,0.0807,191.9757,183.7377
2025-05-13,AMZN,211.3699951171875,56193700,0.013085,195.0314,184.3777
2025-05-14,AMZN,210.25,38492100,-0.005299,198.4457,184.8523
2025-05-15,AMZN,205.1699981689453,64347300,-0.024162,201.3257,185.7443
2025-05-16,AMZN,205.58999633789062,43318500,0.002047,203.7371,186.8973
2025-05-19,AMZN,206.16000366210938,34314800,0.002773,205.7486,187.9273
2025-05-20,AMZN,204.07000732421875,29470400,-0.010138,207.3214,189.041
2025-05-21,AMZN,201.1199951171875,42460900,-0.014456,206.2471,189.375
2025-05-22,AMZN,203.10000610351562,38938900,0.009845,205.0657,190.1043
2025-05-23,AMZN,200.99000549316406,33393500,-0.010389,203.7429,190.6417
2025-05-26,AMZN,200.99000549316406,33393500,0.0,203.1457,191.2707
2025-05-27,AMZN,206.02000427246094,34892000,0.025026,203.2071,192.1517
2025-05-28,AMZN,204.72000122070312,28549800,-0.00631,203.0014,193.1647
2025-05-29,AMZN,205.6999969482422,34650000,0.004787,203.2343,194.2677
2025-05-30,AMZN,205.00999450683594,51679400,-0.003354,203.79,195.3477
2025-06-02,AMZN,206.64999389648438,29113300,0.008,204.2971,196.6587
2025-06-03,AMZN,205.7100067138672,33139100,-0.004549,204.9714,197.743
2025-06-04,AMZN,207.22999572753906,29915600,0.007389,205.8629,198.6307
2025-06-05,AMZN,207.91000366210938,51864200,0.003281,206.1329,199.343
2025-06-06,AMZN,213.57000732421875,39832500,0.027223,207.3971,200.1623
2025-06-09,AMZN,216.97999572753906,38102500,0.015967,209.0086,201.1383
2025-06-10,AMZN,217.61000061035156,31303300,0.002904,210.8086,202.1457
2025-06-11,AMZN,213.1999969482422,39326000,-0.020266,211.7443,203.105
2025-06-12,AMZN,213.24000549316406,27640000,0.000188,212.82,203.873
2025-06-13,AMZN,212.10000610351562,29337800,-0.005346,213.5157,204.6103
2025-06-16,AMZN,216.10000610351562,33284200,0.018859,214.6857,205.602
2025-06-17,AMZN,214.82000732421875,32086300,-0.005923,214.8643,206.5957
